text,sentiment,text_clean
"saya selalu pesan di shoppe udh dri tahun 2020,belanja murah dan barang bagus"" saya sangat puas,tapi tahun ini khusus nya didaerah saya, kalbar, kab. sanggau,kec.toba saya sangat tidak puas dengan pelayanan expedisi dari SPX Express, dari kurir yg tidak kirim cepat paket"" kmi,serta tidak mau menghubungi atau merespon chat kami selaku konsumen Shopee, saya sudah muak, mohon perbaiki dahulu untuk sistem expedisi spx di daerah kmi. mohon direspon dan diperbaiki nnti saya akan kasi bintang 5 lgi",negatif,pesan shoppe belanja murah barang bagus puastapi khusus nya daerah kalbar kab sanggaukectoba puas layan expedisi spx express kurir kirim cepat paket kmiserta hubung merespon chat konsumen shopee muak mohon baik sistem expedisi spx daerah kmi mohon direspon baik nnti kasi bintang lgi
"Belanja puas tanpa perlu keluar rumah,thx shopee",positif,belanja puas rumahthx shopee
pelayanan cepat dan akurat dan sangat memuaskan,positif,layan cepat akurat muas
kenapa lambat banget,negatif,lambat
toko Oren the best lah,positif,toko oren the best
sya sangat suka sekali dengan shopee.,positif,sya suka shopee
"sangat sangat membantu, terutama pada s pinjam., dan s paylater nya. begitu juga sama belanja nya, juga puas disini., pilihan banyak aneka ragam dan bisa di cicil jikalau kita lagi ngga pegang uang. terima kasih shoppe.",positif,bantu s pinjam s paylater nya belanja nya puas pilih aneka ragam cicil pegang uang terima kasih shoppe
shopee memang terbaik banget❤❤❤❤❤❤❤❤❤😎😎😎😎😎😎😍😍😍😍🤩🤩🤩🤩,positif,shopee baik banget
sayang tidak pandai dengan kata kata.. jadi biar bintang saja yang ungkapkan rasa ini..,positif,sayang pandai biar bintang ungkap
syuka,positif,syuka
beli apa aj bisa gratis ongkir lagi,positif,beli gratis ongkir
"shopee sangat membantu dan memudahkan, makasih shopee",positif,shopee bantu mudah makasih shopee
sangat bagus dari semua aspek.,positif,bagus aspek
Belanja murah saya disini 🇮🇩,positif,belanja murah
shopee the best👍👍,positif,shopee the best
poko nyh aku senang sekali blanja di shopee sangat membantu aku bangettt sopieee nie🤩🤩,positif,poko nyh senang blanja shopee bantu bangettt sopieee nie
Ok mantap tidak mengecewakan,positif,tuju mantap kecewa
pesanan sudah sampai barang bagus mantap,positif,pesan barang bagus mantap
bgus tpi agak susah buka spinjam dan spaylater,positif,bgus tpi susah buka spinjam spaylater
Kok bisa saldo shopee tbtb berkurang? aku gak ada transaksi apapapun padahal😭,netral,saldo shopee tbtb kurang transaksi apapapun padahal
banyak diskon,positif,diskon
mudah dalam menggunakan aplikasinya dapat di pantau pengiriman nya cepat dan gratis ongkir👌,positif,mudah aplikasi pantau kirim nya cepat gratis ongkir
aplikasinya terlalu berat untuk dibuka,positif,aplikasi berat buka
"Jum,17 Okt 2025",positif,jum okt
udah 2 kali pengembalian gagal,negatif,udah kali kembali gagal
aplikasi terpercaya dan memudahkan pelanggan,positif,aplikasi percaya mudah langgan
Bagus dan pengiriman cepat,positif,bagus kirim cepat
terima kasih shopee saya sudah menarik koin nya,positif,terima kasih shopee tarik koin nya
Alhamdulillah belanja d Shopee sll dapat barang bagus murah berkualitas..untuk koplain selalu f tanggapi dengan baik.terimakasih shopee.,positif,alhamdulillah belanja shopee sll barang bagus murah berkualitasuntuk koplain f tanggap baikterimakasih shopee
"sangat murah dan mudah,thanks shopee dan Abang kurir yg sdh mengantar pesanan saya",positif,murah mudahthanks shopee abang kurir sdh antar pesan
Aplikasi belanja yang lengkap dan bagus,positif,aplikasi belanja lengkap bagus
shopee aman dan nyaman,positif,shopee aman nyaman
saya minta kepada jasa kurir pengiriman di jalan agar hati hati saat membawa barang pelanggan,positif,jasa kurir kirim jalan hati hati bawa barang langgan
pengiriman yg cepat dan sesuai,positif,kirim cepat sesuai
"selalu gratis ongkir,dan cepat datangnya",positif,gratis ongkirdan cepat datang
"pesanan telah diterimah,saya puas dengan bahannya bagussss pakai bingits.sayangnya untuk anak saya umur 4 tahun pas bangat dibadan.seharusnya saya pilih yang usia 4-5tahun.",positif,pesan diterimahsaya puas bahan bagussss pakai bingitssayangnya anak umur pas bangat dibadanseharusnya pilih usia
bagus ongkir murah,positif,bagus ongkir murah
kualitas barang bagus... harga terjangkau terimakasih shopee,positif,kualitas barang bagus harga jangkau terimakasih shopee
barangnyaa baguss,positif,barangnyaa baguss
sangat suka dengan shopee. tempat belanja terbaik,positif,suka shopee belanja baik
"Terimakasih sudah diperhatikan permaintaan saya,sekarang sudah tidak ada live waktu buka app. semoga sukses.",positif,terimakasih perhati permaintaan sayasekarang live buka app moga sukses
josjis,positif,josjis
UNTUNG APA YA AKU KALO JADI JUARA 1 PETINJU ? 🤨,positif,untung ya juara tinju
"lengkap barangnya, cepat pengirimannya.",positif,lengkap barang cepat kirim
"bagus, makasih min",positif,bagus makasih min
"sangat mbantu skali,di saat paket brmasalah,retur nya pun tidak di persulit ,pokok nya top markotop",positif,mbantu skalidi paket brmasalahretur nya sulit pokok nya top markotop
aplikasi terpercaya,positif,aplikasi percaya
bagus cepat.. cuman 1 kekurangan shopee.. penjual2 nakal harus disingkirkan....,positif,bagus cepat cuman kurang shopee jual nakal singkir
jempol deh,positif,jempol deh
damn gurl,positif,damn gurl
Kemarin saya suka aplikasi ini tpi makin kesini makin lambat pengiriman jadi gasuka .. pket tiba bisa 8 9 10 hari padahl biasanya 4hari nyampe .. sekarangmau pindah ke tiktok shop aja lebih cpet pengiriman,negatif,kemarin suka aplikasi tpi kesini lambat kirim gasuka pket padahl nyampe sekarangmau pindah tiktok shop cpet kirim
mmenyenangkan dan anti ribet..apalagi pesanan dpt dilacak..tinggal tunggu kedatangan dan cash..selesai dah..thanks shoope,positif,mmenyenangkan anti ribetapalagi pesan dilacaktinggal tunggu datang cashselesai dahthanks shoope
kebanyakan iklan mengganggu banget,negatif,banyak iklan ganggu
mudah,positif,mudah
"bisa ga kerja sama expedisi lain aja kayak sebelumnya, soalnya expedisi SPX kalian ngecewain banget, pengantaran terlambat mulu, kadang kurirnya lupa bawain paket kita. aku pesen 2 paket, dari tanggal 3 oktober, baru diantar kemaren 1 paket. satunya lagi belom ada kabar sampai hari ini. aku pesan dari tanggal 3 OKTOBER LOH, ini udh tanggal 17. mana barangnya mau di pale besok",negatif,kerja expedisi expedisi spx ngecewain antar lambat mulu kadang kurir lalai bawain paket sen paket tanggal oktober antar kemaren paket satu bom kabar pesan tanggal oktober loh tanggal barang pale besok
susah di buka Aplikasi shopee,positif,susah buka aplikasi shopee
makin sini makin berat aplikasi sampe ga bisa buka spaylater,negatif,berat aplikasi buka spaylater
tempat belanja ku yg ternyaman dan aman. makasih Shopi🙏,positif,belanja ku nyaman aman makasih shopi
eg ini foto,positif,eg foto
doalnya blm bisa pay laternya ntar kao udah bisa baru full star,positif,doalnya pay laternya kao udah full star
"selama ini puas menggunakan aplikasi ini dan spxshopee nya,cuma pernah 1 x kecewa,itupun dari pihak ekspedisi selain spx shopee. terimakasih shopee dan spxshopee.",positif,puas aplikasi spxshopee nyacuma x kecewaitupun ekspedisi spx shopee terimakasih shopee spxshopee
Shopee memng tak ada dua nya.,positif,shopee memng nya
"gangguan sistem, akun yang sudah terpasang keluar sendiri...",positif,ganggu sistem akun pasang
"mantap nih shopee bisa cek sebelum bayar jadi ga ragu mau pesan apa aja ,!!",positif,mantap nih shopee cek bayar ragu pesan
"shopee sgt membantu dlm ber belanja apapun, dgn sgt mudah dan cepat, smg tanbah berkah, dan alangkah baiknya di aplikasi shopee di lengkapi tema gelap dan bs memperbesar huruf jg bs menghapus riwayat pesanan, trmksh,. ini ulasan sy udah lama , sy mau kasih ulasan lg, mengharap pada shopee smg kedepan ada tema gelapnya,",positif,shopee sgt bantu dlm ber belanja apa sgt mudah cepat smg tanbah berkah alangkah baik aplikasi shopee lengkap tema gelap besar huruf hapus riwayat pesan trmksh ulas sy udah sy kasih ulas harap shopee smg depan tema gelap
mantul,positif,mantap
cara belanja cerdas tapi mesti teliti sebelum membeli,positif,belanja cerdas mesti teliti beli
belanja lebih mudah di shope,positif,belanja mudah shope
Alhamdulillah semenjak mengenal shopee jd senang belanja apa saja dg harga yg terjangkau.,positif,alhamdulillah semenjak kenal shopee senang belanja harga jangkau
"bagus,tepat waktu",positif,bagustepat
"Biaya admin untuk penjual besar banget, pengiriman lelet, buruk",negatif,biaya admin jual kirim lelet buruk
memudahkan dalam berbelanja,positif,mudah belanja
bermanfaat utuk perdagangan,positif,manfaat utuk dagang
pokonya ok belanja di sini,positif,poko tuju belanja
pengiriman lama dari pihak spx bawang jawa Tengah kabupaten batang punya saya dari tanggal 12 sampe 17 belum nyampe . pas saya cek ternyata Sudah di kembalikan kepada penjual . saya kecewa sekali,negatif,kirim spx bawang jawa kabupaten batang tanggal nyampe pas cek kembali jual kecewa
"Aplikasi ini yg bagus, dan mudah untuk di gunakan",positif,aplikasi bagus mudah
"kontol amat, iklan lu noh ganggu amat pas buka web, mana nge spam pulak paksa masuk apk",negatif,kontol iklan lu noh ganggu pas buka web nge spam pulak paksa masuk aplikasi
biar bintang yang bicara,positif,biar bintang bicara
belanja mudah dan murah,positif,belanja mudah murah
"untuk opsi pengiriman mungkin bisa JNT lgi saja SPX terlalu ribet apa lagi kalau pesan dari jakarta pasti nyangkut lama bisa sampe berhari"" di Cakung 2 DC",negatif,opsi kirim jnt lgi spx ribet pesan jakarta nyangkut hari cakung dc
"saya edit ulasanya yah, karena saya jadi korban penipuan yg mengatasnamakan shopee dengan tingkat keamanan yg sangat rendah shopee bisa dibuka aplikasinya pada saat kita menelepon, sehingga memudahkan pencuri mengarahkan kita supaya dengan mudah mengelabui kita dan mengambil saldo spinjam dan pay later digunakan saya korban penipuan",negatif,edit ulasanya yah korban tipu mengatasnamakan shopee tingkat aman rendah shopee buka aplikasi telepon mudah curi arah mudah kelabu ambil saldo spinjam pay later korban tipu
"pengalaman yang sangat memuaskan bagi saya berbelanja di aplikasi shopee, selain harga produk yang di tawarkan relatif terjangkau bagi ekonomi kelas menengah kebawah, produk produk yang di tawarkan pun kwalitasnya oke oke lah menurut saya pribadi, selain itu banyak sekali diskonnya dan juga gratis ongkir. semoga shopee semakin jaya dan menghadirkan kejutan kejutan besar lainnya.!!",positif,alam muas belanja aplikasi shopee harga produk tawar relatif jangkau ekonomi kelas tengah bawah produk produk tawar kwalitasnya tuju tuju pribadi diskon gratis ongkir moga shopee jaya hadir kejut kejut
bagus dengan banyak diskon,positif,bagus diskon
"knp pas pembelian paket nelpon / internet tebatal mulu, kyk beli paket yg murah, pasti tebatal. klo beli paket yg di atas 40k pasti bisa",negatif,pas beli paket nelpon internet tebatal mulu beli paket murah tebatal beli paket
membantu kebutuhan berbelanja,positif,bantu butuh belanja
"penjual ramah2, aplikasi lancar tidak macet",positif,jual ramah aplikasi lancar macet
goodd,positif,goodd
Amazing for shopee...alias kgk ade matinyeee!!! Good jobs for shopee.,positif,amazing for shopeealias kgk ade matinyeee good jobs for shopee
mudah murah cepat.,positif,mudah murah cepat
game shopee gajelas coin saya ilang 5.000 gara gara ga sengaja kepencet premium game buble padahal udah 1 minggu ngumpulin koin shopee 😭😭😭,positif,game shopee gajelas coin hilang gara gara sengaja pencet premium game buble udah minggu ngumpulin koin shopee
aplikasi mantap suka ngasih diskon❤️,positif,aplikasi mantap suka diskon
bagus . tapi pengiriman lama,positif,bagus kirim
shopee Indonesia sangat lah bagus,positif,shopee indonesia bagus
Gooddd pas respon,positif,gooddd pas respon
cepat dan mudah,positif,cepat mudah
saya suka aplikasi ini sangat membantu dan memuaskan,positif,suka aplikasi bantu muas
pelayanan mudah,positif,layan mudah
selama ini Tidak ada kendala 👍 aman saja. di aku,positif,kendala aman
untuk liat dan belanj,positif,liat belanj
bagus sih tapi waktu itu pernah beli kuota tapi tidak masuk,positif,bagus sih beli kuota masuk
ok... tiada 2 nya 👍👍👍👍,positif,tuju tiada nya
terimakasih atas pelayanan nya,positif,terimakasih layan nya
banyak iklan jebakan,negatif,iklan jebak
apk rusak,negatif,aplikasi rusak
shopee harus nya lebih ketat pengawasan bagi penjual atau toko yg suka menipu pelanggan,negatif,shopee nya ketat awas jual toko suka tipu langgan
pernah pesan baju tp ngk sesuai nyampek,positif,pesan baju tp ngk sesuai nyampek
"pengiriman cepat ,ongkir tidak mahal",positif,kirim cepat ongkir mahal
bagusss untukkk membeliii baranggg,positif,bagusss untukkk membeliii baranggg
"Pengiriman cepat, barang diterima dalam keadaan baik.",positif,kirim cepat barang terima
"pelayanan pelanggan buruk, kurir buruk, paket di tunda terus, di cek bukti pengiriman tertunda cuma blank foto warna hitam, chat cs ga ada solusi, kuriir sama cs sama sama mempermainkan pelanggan",negatif,layan langgan buruk kurir buruk paket tunda cek bukti kirim tunda blank foto warna hitam chat cs solusi kuriir cs main langgan
sangat puas belanja pun lebih muda,positif,puas belanja muda
semua urusan pln bisa lewat pln mobile,positif,urus pln pln mobile
kurng puas ...semenjak menemukan kurir yg rese..JD saya pindh k aplikasi lain d shope ada kurir yg rese,positif,kurng puas semenjak temu kurir resejd pindh aplikasi shope kurir rese
pelayanan pengiriman memuaskan,positif,layan kirim muas
Lebih tingkatkan👍🏻😃,positif,tingkat
"saya berikan bintang 5 utk shopee Indonesia, walau di Manokwari Papua Barat agak jauh tapi pengiriman dan pengantaran barang oleh kulir cepat sampai di alamat kami. barang yang dipesan juga sesuai dgn pesanan kita. terima kasih🙏🙏",positif,bintang shopee indonesia manokwari papua barat kirim antar barang kulir cepat alamat barang pes sesuai pesan terima kasih
top banyak membantu,positif,top bantu
"sangat membantu sekali shopee sangat memudahkan untuk belanja,, terimakasih shopee",positif,bantu shopee mudah belanja terimakasih shopee
"aplikasi busuk, duit gw abis 10k buat biaya admin mindahin duit sna sni soalnya metodenya ndak ada yang bisa sma skli padahal duitnya pas buat di pake",negatif,aplikasi busuk duit abis biaya admin mindahin duit sna sni metode sma skli duit pas pake
sangat puas belanja apa saja di shopee 👍👍,positif,puas belanja shopee
saya trimakasih dg adanya Shopee di mudahkan bertransaksi dan amanah aman,positif,trimakasih shopee mudah transaksi amanah aman
pengiriman super cepat.....layanan exelent,positif,kirim super cepatlayanan exelent
kurang oke,positif,tuju
slalu puas belanja di shoppe,positif,slalu puas belanja shoppe
menarik,positif,tarik
TAMBAHKAN OPSI BAYAR PAKAI OVO,negatif,tambah opsi bayar pakai ovo
Apk sangat buruk,positif,aplikasi buruk
"Saya kapok, Tidak mau belanja lewat Shopee lagi, Dan ini terakhir kalinya saya belanja diShopee",negatif,kapok belanja shopee kali belanja dishopee
promo promo nya bikin senang dan bikin happy lihat harga nya,positif,promo promo nya bikin senang bikin happy lihat harga nya
sangat membantu dalam pembelian,positif,bantu beli
"Semenjak dapat limit pay later aku semangat berbelanja,, tapi limit nya masih sedikit,,!! TOLONG TAMBAH LAGI LIMIT NYA!",positif,semenjak limit pay later semangat belanja limit nya tolong limit nya
"untuk saat ini suka berbelanja di shoppe untuk pengiriman cepat barang sesuai real pick,trimakasih.",positif,suka belanja shoppe kirim cepat barang sesuai real picktrimakasih
selama ini sll puas. d expedisi di pengembalian brg. d spaylaternya jg. pkknya lbh mlih s oren ini drpd yg lain.,positif,sll puas expedisi kembali barang spaylaternya pkknya mlih s oren
mantapppppppp,positif,mantapppppppp
"cukup baik,tp sayang sopaynya GX di acc trus ...coba dong buat langganan blanjanya nihxtx👍",positif,baiktp sayang sopaynya gx acc trus coba tolong langgan blanjanya nihxtx
bagus membantu sekli,positif,bagus bantu sekli
produk nyaa bagus harganya memuaskan dan cepet pengiriman nyaa,positif,produk nyaa bagus harga muas cepat kirim nyaa
amanah dan bertanggung jawab,positif,amanah tanggung
